,domain,phylum,class,order,family,genus,species
OTU_682,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_494,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unclassified
OTU_617,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_221,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella_ratti
OTU_248,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis
OTU_13,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccalis
OTU_910,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,unclassified
OTU_746,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified_Comamonadaceae,unclassified
OTU_401,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_1053,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_916,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium_kitahiroshimense
OTU_300,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_989,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_242,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,unclassified
OTU_976,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_911,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_mediterranea
OTU_377,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_106,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unclassified
OTU_1062,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_1018,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_535,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila_wadsworthia
OTU_342,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_chlorophenolicum
OTU_311,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_1052,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_590,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Modestobacter,Modestobacter_versicolor
OTU_1040,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_933,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,unclassified_Corynebacteriaceae,unclassified
OTU_1124,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,unclassified
OTU_130,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unclassified_Enterobacteriaceae,unclassified
OTU_986,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium_appendicis
OTU_912,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium_mellinum
OTU_914,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_974,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_octavius
OTU_632,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_757,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified
OTU_601,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella_cibaria
OTU_806,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_985,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,unclassified
OTU_135,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Howardella,Howardella_ureilytica
OTU_1159,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_915,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_970,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_578,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_pallens
OTU_196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,unclassified
OTU_113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,unclassified
OTU_998,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_1051,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_609,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_caccae
OTU_350,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,unclassified
OTU_993,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_775,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_rectus
OTU_70,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia_omnicolens
OTU_101,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified_Neisseriaceae,unclassified
OTU_663,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_435,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_351,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_569,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_932,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_215,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera_micronuciformis
OTU_969,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified_Neisseriaceae,unclassified
OTU_484,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia_omnicolens
OTU_927,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_602,Bacteria,Proteobacteria,"unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""",unclassified
OTU_918,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_537,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_968,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified_Neisseriaceae,unclassified
OTU_400,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_514,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Ruminococcus_obeum
OTU_919,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,unclassified
OTU_920,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,unclassified
OTU_356,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,unclassified
OTU_658,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_603,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Howardella,unclassified
OTU_689,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unclassified
OTU_457,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_990,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_289,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella_ratti
OTU_335,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_salivae
OTU_937,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_314,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_31,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus_christensenii
OTU_470,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified
OTU_747,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,unclassified_Clostridiales,unclassified
OTU_616,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_582,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
OTU_922,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella_tannerae
OTU_631,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella_ratti
OTU_1113,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,unclassified
OTU_1057,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_921,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_923,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_jensenii
OTU_825,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_1005,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis
OTU_818,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified
OTU_733,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_700,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified
OTU_490,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_696,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum_subsp._animalis
OTU_119,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_anaerobius
OTU_817,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_819,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_483,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,Ruminococcus_faecis
OTU_94,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_1063,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_545,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_1087,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_murdochii
OTU_337,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_633,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_701,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_822,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,unclassified_Micrococcaceae,unclassified
OTU_117,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unclassified_Enterobacteriaceae,unclassified
OTU_702,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_1064,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_1192,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_611,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oulorum
OTU_1085,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_1068,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_748,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,unclassified
OTU_749,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,unclassified_Clostridiales,unclassified
OTU_751,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_661,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,unclassified
OTU_367,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Dialister_propionicifaciens
OTU_544,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae,unclassified
OTU_791,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae,unclassified
OTU_755,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella_dispar
OTU_1191,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_756,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_765,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia_defectiva
OTU_925,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_924,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,unclassified_Actinomycetaceae,unclassified
OTU_926,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_752,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,"unclassified_""Prevotellaceae""",unclassified
OTU_928,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,unclassified
OTU_660,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_659,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_1059,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified
OTU_753,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_805,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae,unclassified
OTU_754,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_306,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,unclassified
OTU_63,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum_subsp._animalis
OTU_146,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified
OTU_931,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis
OTU_443,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_573,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_344,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae,unclassified
OTU_227,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,unclassified
OTU_934,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_694,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium_asaccharolyticum
OTU_626,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,unclassified
OTU_935,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,unclassified
OTU_1202,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_972,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_938,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,unclassified
OTU_668,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified
OTU_779,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_948,Bacteria,Bacteroidetes,"unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""",unclassified
OTU_837,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium_acnes
OTU_53,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,"unclassified_""Leptotrichiaceae""",unclassified
OTU_437,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_massiliensis
OTU_297,Bacteria,Proteobacteria,"unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""","unclassified_""Proteobacteria""",unclassified
OTU_1041,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,unclassified
OTU_695,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,unclassified
OTU_486,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia_dentocariosa
OTU_493,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_formicigenerans
OTU_533,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae,unclassified
OTU_610,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,unclassified
OTU_24,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma_parvum
OTU_194,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia_mucilaginosa
OTU_188,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_385,Bacteria,Bacteroidetes,"unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""","unclassified_""Bacteroidetes""",unclassified
OTU_612,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,"unclassified_""Prevotellaceae""",unclassified
OTU_760,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae,unclassified
OTU_945,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_johnsonii
OTU_766,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,unclassified_Clostridiales,unclassified
OTU_522,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_1084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_955,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae,unclassified
OTU_772,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_862,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium_vaginae
OTU_614,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_575,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,unclassified
OTU_964,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_259,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,unclassified_Clostridiales,unclassified
OTU_48,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_714,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma_parvum
OTU_140,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Dialister_pneumosintes
OTU_769,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_615,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris
OTU_479,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia_mirabilis
OTU_1185,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae,unclassified
OTU_966,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oulorum
OTU_761,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_262,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_graevenitzii
OTU_576,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified_Comamonadaceae,unclassified
OTU_763,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_108,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,unclassified_Veillonellaceae,unclassified
OTU_68,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
OTU_555,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola
OTU_944,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified
OTU_723,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_aurea
OTU_638,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae,unclassified
OTU_577,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia
OTU_860,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae,unclassified
OTU_475,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Anoxybacillus,unclassified
OTU_257,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Anaeroglobus_geminatus
OTU_844,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_goesingense
OTU_670,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum_longum
OTU_203,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Murdochiella,Murdochiella_asaccharolytica
OTU_949,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified
OTU_950,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_951,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae,unclassified
OTU_672,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,unclassified
OTU_771,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unclassified_Chloroplast,Chloroplast,Streptophyta,unclassified
